ID	Label	Text
383	1	First photos of thugs who brutally beat up teenage asylum seeker released by police: Police have released photos of some of the thugs who brutally beat up an asylum seeker on the Shrublands estate. The mob attack in which Reker Ahmed was left with injuries which doctors feared might cause him to die shocked the nation. After 17 people were arrested, 14 were charged and following two trials seven have either pleaded guilty or been found guilty of offences in relation to the shocking episode of violence. The second trial concluded yesterday (Thursday) with George Jeffrey, 21, of Uvedale Close, New Addington, and Ben Harman, 21, of Akabusi Close, Addiscombe, both being found guilty of two counts of violent disorder. Their trial, which lasted three weeks, heard how Harman jumped out of his car to join in with the first of two attacks on Mr Ahmed, and kicked him while he lay on the floor. Prosecutor Ben Holt said Harman's car was “offering light to the attackers, like floodlights at a football pitch”. Harman, who on the night in question was wearing a baseball hat and carrying a “man bag”, then followed the group who chased 17-year-old Mr Ahmed and beat him in the second wave of the assault.
415	9	Arrests of illegal immigrants reportedly jumped 32 percent in Trump's first months: Arrests of illegal immigrants are reportedly up by one-third in the early weeks of the Trump administration, with U.S. Immigration and Customs Enforcement (ICE) making more than 21,000 arrests. The Washington Post reported Sunday that the total, from January 20 through mid-March, jumped 32.6 percent from the same period one year ago, when there were more than 16,000 arrests. The report stated that most of the arrests were of convicted criminals, but noted that there were 5,441 arrests of non-criminal aliens, more than double the total from last year. Adam Housley reported this morning that ICE detainers – requests to local authorities to hold criminal aliens – are up 75 percent, to more than 22,000. In an interview on NBC’s “Meet the Press,” DHS Secretary John Kelly said the definition of “criminal” has not changed, “but where on the spectrum of criminality we operate has changed.” For example, he said ICE agents may move to deport an individual with multiple DUI offenses. He said in the past, those individuals would have been “unlikely” to be deported. “The law deports people. Secretary Kelly doesn’t. ICE doesn’t. It’s the United States criminal justice system that deports people,” he said.
290	6	Asylum Seekers in Israel Say New Law Robs Them of Wages: The new law mandating that employers of asylum seekers and labor migrants put aside 20 percent of workers’ salaries until they leave Israel has left employers confused, and labor advocates are saying that these workers are being penalized by more than the legally mandated 20 percent as a result. The law took effect on May 1, and states that all employers of people who entered the country illegally must deposit 20 percent of the person’s salary – which generally is minimum wage - into a special fund, to be given to the person when he or she leaves Israel. The employer is supposed to contribute an additional 16 percent. The funds will be kept at Bank Mizrahi Tefahot, which won a tender. The law is designed to encourage people to leave the country on their own accord, as well as to make employers pay these workers benefits. But in practice, it turns out that many employers are not aware of the law, or don’t know how much money to set aside, or how to do it. While the law states that the deposit will be determined based on the salary as calculated for severance pay, Kav LaOved (Workers Hotline) received evidence from workers indicating that the withholding was based on the entire salary, including travel reimbursement.
425	8	LAPD, Sheriff's Department Distance Officers From Federal Immigration Enforcement: The LAPD and the Sheriff's Department are putting new limits regarding their immigration policy as a result of the new Sanctuary State Law. Eric Leonard reports for NBC4 news on Friday, Feb. 2, 2018. (Published Friday, Feb. 2, 2018) The LAPD and Sheriff's Department are distancing officers from anything connected to federal immigration enforcement. A new Los Angeles Police Department Order instructs that officers should not question most people about their place of birth, though that changes if the person gets arrested. "Place of Birth" was a piece of information routinely collected and added to an LAPD database. ACLU senior staff attorney Michael Kaufman, who works on immigrants' rights issues, says the place-of-birth question could make it seem like local police were asking about a person's immigration status, and he says he worries that information could be accessed by outside agencies. "This obviously creates a lot of apprehension, on behalf of people interacting with the police, that they're being questioned about their immigration status, and potentially a record that could be used against them if that information was to be shared with immigration agencies," he said. While the LAPD appears to be the first large department to conform to SB-54's restrictions, Kaufman says other police agencies will have to do the same.
379	8	Hungary to recruit THOUSANDS of ‘BORDER-HUNTERS’ to defend border: Several high quality marketing videos showing border agents in helicopters and speed boats have been released to attract applicants by the nation’s border agency force. Viktor Orban the Hungarian Prime Minister told successful applicants they will “protect Hungary’s borders, Hungarian homes and be defending Europe”. GETTY*HATARVADASZ Viktor Orban is pouring resources into border patrols to stop migrants There is no terrorism here, there is no mass violence, there are no trucks being driven into crowds of people Viktor Orban, Hungarian Prime Minister He said: “There is no terrorism here, there is no mass violence, there are no trucks being driven into crowds of people. But please do not forget that this does not mean that such atrocities cannot happen to us Hungarians. ” New cadets will be asked to defend the 175km long Hungary-Serbia border fence. The border hunters will be tasked with stopping the migrants that cross the fence every night. HATARVADASZ Applications are still being accepted for the Hungarian border patrol units The border-hunters receive normal police training, including firearms use, with extra modules about Islam and other cultures they might come into contact with. Orban added: “The truth is that Europe would have been better off if it had not attacked Hungarian responses, which have proved to be viable and useful, and which have since been adopted by an increasing number of other countries.
134	6	No immigration deal near as Trump address, offer are panned: WASHINGTON (AP) — A bipartisan immigration deal between President Donald Trump and Congress is nowhere in sight. Democrats are disparaging Trump's State of the Union remarks as racially divisive, boosting partisan distrust. Trump's offer of "a down-the-middle compromise" stands no chance of passing the Republican-led Congress, with even GOP lawmakers demanding changes. It's unclear whether the two parties can reach an election-year pact protecting hundreds of thousands of young immigrants from deportation and sharpening border security. Even the timetable for resolving the dispute is slipping. There are only faint hopes that an agreement can be reached by Feb. 8, when a potential government shutdown would occur unless lawmakers approve spending legislation. No. 2 House Democratic leader Steny Hoyer says, "If the deadline is Feb. 8, we're not going to make it."
149	9	Man charged with marrying 6 women to evade immigration laws: WORCESTER, Mass. (AP) — A Massachusetts man has been charged with accepting money to marry six women to help them evade immigration laws. Federal prosecutors allege 57-year-old Peter Hicks, of Worcester, married the women from sub-Saharan African nations who were in the U.S. illegally between 2003 and 2013 and filed for immigration benefits for four of them. Authorities also allege that on at least one occasion, he was still married to one woman at the time of his marriage to another. He is also alleged to have recruited others to enter into fraudulent marriages. Hicks was released following an initial appearance in federal court in Worcester on Tuesday. He faces a maximum of five years in prison if convicted. His federal public defender did not return a call for comment.
483	6	An ICE Contractor Is Worth Billions. It’s Still Fighting to Pay Detainees as Little as $1 a Day to Work: The for-profit prison company GEO Group has surged in value under President Donald Trump. Investors are betting big on immigration detention. Its stock price doubled after Election Day.
384	8	US church puts Jesus family in ‘ICE detention’ to protest Trump’s immigration policies: Sitting in the heart of downtown Indianapolis, on the lawn where Christ Church Cathedral erects its Nativity scene every year, is the holy family. But there’s no manger, shepherds, wise men or angels; just a chain-link fence surrounding the couple and the newborn. Inside the fence, Mary sits on a wooden block, cradling baby Jesus in her arms as Joseph stands next to her looking down. Christ Church Cathedral, one of the oldest churches in Indianapolis, is protesting the detention of families under the Trump administration’s “zero tolerance” policy of prosecuting as many people as possible for crossing into the United States illegally. Justice Department lawyers said in a filing last week that families could be detained for longer than the 20-day limit required by a previous court settlement. The Rev. Stephen Carlsen, the church’s dean and rector, said the news prompted the church to create a display showing a “detained” holy family. Joseph and Mary were not any different from migrant families fleeing violence from their home countries, he said. The couple fled to Egypt after Herod ordered the execution of baby boys in Bethlehem, according to the Bible. “People forget what that scene means,” Carlsen told The Washington Post.
479	10	Immigration Protection Act Gets Out of Committee at Board of Legislators: WPCNR COUNTY CLARION-LEDGER. From the Westchester County Democratic Legislators. February 14, 2017: At last night’s Board of Legislators meeting, the Immigration Protection Act authored by Majority Leader Catherine Borgia (D-Ossining) and introduced by the Democratic Caucus passed its first test on the path to becoming law. Numerous members of the public came to the Board to publicly comment on their support for the Act and expressed hope that Legislators would do the same. The Act was referred to the Committees on Budget & Appropriations, Legislation, and Public Safety & Social Services. “This was the first step in passing this Act to ensure the humane treatment and safety of all Westchester residents becomes the law of the County,” said Majority Leader Borgia. “With all the news reports of immigration raids, even in New York, this Act is a step we must take to follow the law and make sure our County does not practice any type of discrimination. I thank Legislator Virginia Perez for her action to co-sponsor this bill; her voice is a welcome and needed one to help shepherd this bill to passage,” added Borgia. Also during last night’s meeting, Legislator Perez (above), the Board’s sole Latina legislator, added her name to the Act, bringing the total number of sponsors to eight.
429	7	New Bill Seeks Reform of Country's Immigration Detention System: A bill to reform the country's immigration detention system was introduced this week in the House of Representatives. The measure, the Dignity for Detained Immigrants Act, was introduced by Reps. Pramila Jayapal (D-Washington) and Adam Smith (D-Washington), and is co-sponsored by more than three dozen other members of Congress. “This bill is incredibly important for [Asian Pacific Islander] immigrants,” Jayapal told NBC News. “Detention and deportation is sometimes classified as a Latino problem and it’s just a misconception because increasingly we see APIs being detained across the country from just about every community.” Rep. Pramila Jayapal, D-Wash., speaks at a Congressional Tri-Caucus news conference on Capitol Hill in Washington, Wednesday, Sept. 27, 2017, on injustice and inequality in America. Andrew Harnik / AP The Dignity for Detained Immigrants Act would attempt to address standards and accountability for detention centers across the country, phase out private detention centers over a three-year period, have detention facilities be managed by the Department of Homeland Security (DHS), and reduce the number of people in detention centers, Jayapal said. More than three dozen civil society organizations have thrown their support behind the bill, including the Southeast Asia Resource Action Center (SEARAC) and Colectiva Legal del Pueblo.
422	6	Migrant caravan reaches U.S. border despite Trump threats: TIJUANA, Mexico — Hundreds of Central American migrants traveling through Mexico in a caravan began arriving in the border city Tuesday, with many still intent on seeking asylum despite fresh threats of prosecution and deportation from the Trump administration. Numerous tents were set up at the Movimiento Juventud 2000 shelter in Tijuana, just south of California, to house the migrants — who have said they are fleeing violence and persecution in their home countries — before they attempt to surrender at the U.S. Port of Entry. About 300 migrants are expected to sleep in the shelter before taking the last step of attempting to cross the border and possibly request asylum. It's the largest number of migrants taking part in the caravan to reach the border — about 50 members arrived late last week, Reuters reported. María, a 17-year-old from Honduras who arrived Monday with her one-year-old son, José Roberto, sought asylum at the U.S. border immediately. She was turned away, she said, and plans to try again. A Honduran asylum seeker, Maria, 17, with her son Jose Roberto in a Tijuana shelter near the U.S.-Mexico border.
120	1	The Border Fetish: An Unsustainable World Managed With an Iron Fist: At first, I thought I had inadvertently entered an active war zone. I was on a lonely two-lane road in southern New Mexico heading for El Paso, Texas. Off to the side of the road, hardly concealed behind some desert shrubs, I suddenly noticed what seemed to be a tank. For a second, I thought I might be seeing an apparition. When I stopped to take a picture, a soldier wearing a camouflage helmet emerged from the top of the Stryker, a 19-ton, eight-wheeled combat vehicle that was regularly used in military operations in Iraq and Afghanistan. He looked my way and I offered a pathetic wave. To my relief, he waved back, then settled behind what seemed to be a large surveillance display mounted atop the vehicle. With high-tech binoculars, he began to monitor the mountainous desert that stretched toward Mexico, 20 miles away, as if the enemy might appear at any moment. That was in 2012 and, though I had already been reporting on the militarization of the U. S. -Mexican border for years, I had never seen anything like it. Barack Obama was still president and it would be another six years before Donald Trump announced with much fanfare that he was essentially going to declare war at the border and send in the National Guard.
147	7	Transgender migrant from Honduras dies in U.S. custody: Transgender migrant from Honduras dies in U. S. custody A transgender Honduran woman, who was part of the caravan of Central American migrants that arrived at the U. S. border earlier this month, died in detention on Friday. Roxana Hernandez, 33, died in the custody of U. S. Immigration and Customs Enforcement (ICE) at a hospital in Albuquerque, New Mexico, from what appeared to be cardiac arrest. Hernandez was first admitted to a hospital more than a week ago “with symptoms of pneumonia, dehydration, and complications associated with HIV,” according to a statement from ICE. Immigration officials identified the woman as Jeffry Hernandez, but LGBTQ rights advocates and caravan organizers said her name was Roxana. An ICE spokesman confirmed Tuesday that Hernandez was part of the caravan. Hernandez surrendered at San Ysidro Port of Entry between San Diego and Tijuana and asked for asylum on May 9, according to Pueblo Sin Fronteras, the immigration-rights group that organized the caravan. The organization said she was held for five days by U. S. Customs and Border Protection (CBP) in a holding cell that is part of a facility many refer to as the “iceboxes” due to its temperature.
142	0	Thousands To Take Citizenship Oath In Los Angeles Ceremony: Best Pizza In Orange County By NeighborhoodOrange County pizza connoisseurs have a variety of options when seeking out a pie; from New York style to traditional Italian roots to create-your-own and unique twists on the classic dish, there is truly something for everyone.
362	10	Border Patrol seizes $1.5 million in cocaine near Temecula checkpoint: Border Patrol agents seized more than 100 pounds of cocaine with an estimated $1. 5 million value Tuesday, June 13, after a suspect attempted to elude a checkpoint inspection on the I-15 in Temecula, according to a U. S. Customs and Border Patrol news release. The 46-year-old man, who arrived at the checkpoint driving a 2000 Infinity QX4 SUV, was referred to a secondary inspection area, but the driver sped away. Agents stopped him after a pursuit into a residential area near Temecula Parkway. The suspect attempted to flee on foot but he was caught when an agent deployed a stun gun on him, the release stated. Agents discovered 37 bundles of cocaine stashed inside a speaker box and plastic container in the vehicle’s rear cargo area. The suspect was not identified by name. He was booked at a detention facility and will face state narcotics charges.
53	4	WATCH: Donald Trump boasts that Turkey attack proves him right on border wall: President-Elect Donald Trump held a New Year’s Eve party at his Mar-a-Lago estate in Florida where he gave a speech about his plans for the White House as he prepares to be sworn in on Jan. 20. A video obtained by the Palm Beach Daily News shows Trump boasting of his plans to build a border wall along the U. S. -Mexico border. He suggested that there is a need for the wall, especially after a club in Istanbul, Turkey was attacked by an armed gunman during New Year celebrations. In his speech, Trump said, “We’re going to have strong borders so that when people come into the country, they’re going to come into the country legally. This is the way we want it. ” “We will build a wall, you know that. We will build a wall,” he said to a cheering crowd. “And speaking of walls,” he continued, “In Turkey tonight — has anybody heard? ” “Big disaster took place in Turkey tonight,” he said. “Many, many, many people killed … It’s a horror show. So we’re going to get things running properly. ” Watch his remarks below via MSNBC.
131	3	Letters Describe Life in an Immigration Detention Facility: ‘They Treated Us as Though We Were Animals’: × Letters Describe Life in an Immigration Detention Facility: ‘They Treated Us as Though We Were Animals’ In the letter, she calls the facility “la perrera” — the kennel or dog pound — because of the chain-link cages she and others were held in. For eight days after she was captured near the US-Mexico border, she says she did not bathe or brush her teeth. She and other women slept on the floor under “aluminum paper” blankets, she says. “They treated us so horribly, as though we were animals,” she wrote in the letter, in which she called herself “anonimo,” anonymous. But worst of all was not knowing the fate of her daughter or son for 21 days after they were taken from her, she wrote. The account came via Grassroots Leadership, a nonprofit that describes itself as “a nationally recognized civil and human rights organization” that fights to “end prison profiteering, mass incarceration, and deportation. ” The group, which is circulating a petition to reunite separated families, posted the letter on its website on June 25 and followed it up on June 29 with several more accounts from women who had been separated from their children.
100	3	ISIS Infiltrates the Rukban Refugee Camp at Jordan-Syria Border: AL RUKBAN REFUGEE CAMP — Some 80,000 people are trapped in a scrub land of hopelessness in a forgotten corner of the Middle East. Huddling in the wind, walled in by desert sandbanks, they have been driven there by war. Abandoned by governments, they are preyed on by the very ISIS gunmen and suicide bombers they fled their homelands to escape. NBC News was given unique access to the area where Rukban straddles a rocky, arid no man’s land along the border linking Syria and Jordan — an important American ally, and a key member of the U. S. -led coalition against ISIS. A map showing the location of the refugee camp on the Jordan-Syria border. Google Officially, it is located in a demilitarized zone. However, the pilot of the Jordanian military helicopter used during a recent NBC News visit wouldn’t fly over it for fear of being shot down by ISIS cells in the camp. Brig. Gen. Sami Kafawin, commander of Jordan's army in the area, told NBC News that militants there “have whole weapons systems … small arms, RPGs, anti-aircraft. ” He added: “They consider the camp a safe haven.
188	10	Jisha rape, murder case: Kerala court convicts migrant labourer: December 12, 2017 12:41 IST A court in Kochi on Tuesday found a migrant labourer from Assam guilty of rape and murder of a 30-year-old Dalit law student in Kerala last year. Ernakulam Principal Sessions Court judge N Anil Kumar is likely to pronounce the quantum of punishment on Wednesday. Muhammed Ameerul Islam was found guilty under various sections of the Indian Penal Code including 302 (murder), 376 (Rape) 376 (A) (causing death or causes the woman to be in persistent vegetative state while committing rape). The accused, however, was not found guilty under 201 (causing disappearance of evidence of offence) and various sections under SC/ST (prevention of atrocities) amendment Act 2015. The Court had on December 6 completed the hearing in the case and posted it for Tuesday for pronouncement of judgment. Islam, a migrant labourer from Assam and the lone accused in the case, was charged with brutally raping and murdering the woman, a law student, at nearby Perumbavoor on April 28, 2016. He was booked under various sections of the IPC and Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Rules. As many as 100 witnesses were examined during the trial which commenced in April last.
5	9	Haitian asylum seekers crossing Quebec border from U.S. may head to Toronto, lawyer says: An immigration lawyer says as many as one in five Haitian asylum seekers crossing the U. S. -Canada border in Quebec may make their way to Toronto. Joel Etienne says while it's an estimate, the city is a big draw for the thousands of migrants leaving the U. S. behind. Officials say upwards of 700 people a day — a large percentage of whom are Haitian — have been streaming across the border at Saint-Bernard-de-Lacolle, Que. , before being taken into custody and sent to Montreal, where thousands are now staying at a temporary welcome centre at the Olympic Stadium. Toronto, meanwhile, has been dealing with an influx of newcomers all year. The number of refugees using the city's emergency shelter system is now more than double what it was last year, with an average of 1,223 people per night seeking help in July according to city staff. Etienne says there's a key difference between many of the Haitian asylum seekers arriving now and those fleeing places like Syria. Many, he said, were well-established in American cities, like Miami, and are only leaving because of the U. S. administration's threats to deport them back to Haiti.
101	6	Reaction to Trump's immigration offer casts doubt on a deal: WASHINGTON (AP) — President Donald Trump's State of the Union offer of a "down-the-middle compromise" on immigration did nothing to move Republicans and Democrats closer to a deal, as Democrats accused the president of lacing his speech with racially charged remarks and Republicans dug in on their demands. The reaction to Trump's high-profile overture suggested both parties were settling into a protracted tug-of-war. The standoff left serious doubt whether the two parties could reach an election-year pact to protect hundreds of thousands of young immigrants from deportation, sharpen border security and take other steps to curb immigration. The two parties had not even settled on a deadline for an agreement — a bad sign in an institution that rarely acts unless under pressure. "If the deadline is Feb. 8, we're not going to make it," No. 2 House Democratic leader Steny Hoyer of Maryland said Wednesday, noting a looming deadline for approving government funding to avoid another shutdown. "It's going to take work for us to build a consensus," Rep. Steve Scalise, R-La., the House GOP vote counter, said in an interview Tuesday. Scalise noted that Republicans took "weeks and weeks" to craft tax legislation last year.
205	4	Trump's asylum rule is already changing the border: On a gray morning, a group of Haitian migrants chatted idly on a quiet corner in downtown Tijuana, near the U.S. border, speaking French and eating Creole and exchanging cellphone chargers to use later in a nearby Starbucks. Among them was Rene Raphael, a 28-year-old former medical student. Like most of the roughly 4,000 Haitians now staying in shelters in Tijuana, Raphael has spent the past few years as a nomad. First, he fled Haiti, which suffered a devastating earthquake in 2010, for Brazil, where the country’s construction boom provided work. When Brazil’s economy cratered last year, Raphael and his pregnant wife made a harrowing, two-continent trek north to the U.S.-Mexico border. Their goal? Asylum. Their hurdle? The same executive order that calls for building a big border wall. Legal or loophole? Little noticed in his flurry of immigration-related executive orders, President Donald Trump has pushed to change the way the United States handles asylum, a designation sought by a growing number of migrants looking to enter the U.S. Traditionally, asylum is granted (or not) to people who fear persecution in their home country based on things like religion, nationality and politics.
23	8	Trump Gives Orders to DHS as Mexican Migrant Caravans Make Their Way to the Border: President Donald Trump announced on Monday that he has directed the Department of Homeland Security to block a large group of migrants from Central America seeking to enter the U. S. that have begun arriving at the U. S. -Mexico border. “Despite the Democrat inspired laws on Sanctuary Cities and the Border being so bad and one sided, I have instructed the Secretary of Homeland Security not to let these large Caravans of people into our Country. It is a disgrace. We are the only Country in the World so naive! WALL,” Trump tweeted. He also repeated his position that negotiations between the U. S. and Mexico concerning the North American Free Trade Agreement may hinge on Mexico agreeing to prevent the flow of people from Central America through its country. “Mexico, whose laws on immigration are very tough, must stop people from going through Mexico and into the U. S. We may make this a condition of the new NAFTA Agreement. Our Country cannot accept what is happening! Also, we must get Wall funding fast,” the president wrote. Last week, Reuters reported a group of 50 Central American migrants reached Tijuana, Mexico, just south of San Diego and have requested asylum in the U.
223	7	Asylum seekers face tough new deportation rules for foreign criminals: GETTY - STOCK IMAGE Tough action to speed up the removal of foreign crooks is being proposed today Appeals against deportation lodged by criminals from overseas would be dealt with by the courts within 28 days. The crackdown would also apply to asylum seekers who lose their claims to stay in Britain. The average time for the tribunal process is more than 65 days – with some cases even lasting 100 days. GETTY - STOCK IMAGE The move would also apply to asylum seekers who lose their claims to stay in Britain (example photo) It is vital that foreign nationals who have no right to remain in the country should be removed as quickly as possible Liz Truss Justice Secretary Liz Truss, who is unveiling the plan today, said: “It is vital that foreign nationals who have no right to remain in the country should be removed as quickly as possible. ” The ambitious proposals come after figures yesterday showed that the removal of failed asylum seekers has plunged to a record low. The new system is intended to replace a previous fast-track system which was quashed in 2015 by a court ruling.
27	7	US lawmakers and IT industry against ending work permit to H-4 visa holders: Influential lawmakers and representatives of the American IT industry, including Facebook, have opposed the Trump administration's proposed plan to withdraw work permits to H-4 visa holders, who are spouses of H-1B visa holders. "Rescinding this rule and removing tens of thousands of people from the American workforce would be devastating to their families, and would hurt our economy," Silicon Valley-based FWD. US, which was founded by top IT companies like Facebook, Google and Microsoft, said in a report released yesterday. It comes a day after the American media reported a letter from the US Citizenship and Immigration Services about its decision to terminate the Obama-era regulation that granted work permits to H-4 visa holders, a majority of whom are Indian professionals, and are mostly women. "This policy is important because it allows certain individuals to secure gainful employment without having to wait for their spouses to receive permanent residency, many of whom are experiencing a processing backlog of more than a decade," FWD. US argued. Roughly 80 per cent of H-4 visa holders are women, and many had successful jobs and held advanced degrees in their native countries before coming to the US.
363	4	Trump set for first U.S. Supreme Court visit as justices weigh travel ban: By Lawrence Hurley WASHINGTON, June 15 (Reuters) - For the first time since he was elected, President Donald Trump is set to attend the U. S. Supreme Court on Thursday, presenting a potentially awkward moment as the court weighs what to do about his contentious executive order that attempts to restrict U. S. entry by people from six Muslim-majority countries. Trump is scheduled to visit the ornate, marble-clad courthouse in Washington for the investiture of new Justice Neil Gorsuch, whose Senate confirmation in April was his first major accomplishment. Attention will be focused on whether Trump, known for his off-the-cuff remarks and incendiary tweets, will follow the rules of an institution known for its courtesy and tradition. The stakes are heightened by the fact that Trump's so-called travel ban, one of his signature policies, is now before the justices after being blocked by lower courts. The president is expected to sit in the courtroom during the brief ceremony in which Chief Justice John Roberts will administer the judicial oath to Gorsuch. Trump is not expected to make a speech at the event, but he is likely to talk briefly to the justices beforehand in the court's conference room, as other presidents have done in the past, according to a court spokeswoman.
93	8	Isla Fisher puts on a defiant display in a headscarf following decision to uphold US travel ban: Actress Isla Fisher has thrown her support behind the Muslim community in an empowered Instagram post following the US Supreme Court upholding President Trump's travel ban last week. The Tag star, 42, shared a snap of her smiling alongside three other women - all wearing headscarves - to the picture - sharing site on Tuesday. Isla posted the picture after the US Supreme Court ruled that the White House had the authority to limit travel into the United States from a short list of Muslim-majority countries. Showing her support: Isla Fisher, 42, put on a defiant display in a headscarf following US Supreme Court's decision to uphold Trump's travel ban last week The Oman-native positively beamed as she joked around with the unnamed women, in a soft pink shirt and billowing red patterned trousers. Isla - who is married to comedian Sacha Baron Cohen - also donned a headscarf while smiling with an older woman, as the two next to her flashed a big smile for the camera. Taking a stand against the recent news, Isla captioned the snap: 'The Supreme Court upholding the Travel Ban, ain’t gonna stop me from hanging wit’ my crew.
171	4	Arrest of 'dreamer' immigrant could be first under Trump to defy DACA: The Obama administration policy protecting the children of undocumented immigrants who were brought to the United States in their youth may face its first test under the Trump administration when Immigration and Customs Enforcement agents arrested a Mexican migrant in Washington state last week. The arrest of Daniel Ramirez, 23, first reported by Reuters Tuesday evening, is possibly the first of an immigrant protected by the Deferred Action for Childhood Arrivals program during the presidency of Donald Trump. Trump campaigned on the progress to halt undocumented immigration, particularly from Mexico, and to roll back Obama-era programs that provide amnesty to immigrants already living in the country. ICE said in a statement Ramirez is a "self-admitted gang member" arrested on Feb. 10 "during an operation targeting a prior-deported felon." "ICE officers took Mr. Ramirez into custody based on his admitted gang affiliation and risk to public safety," the statement said. According to the government, gang membership can be an indicator that an immigrant poses a public safety threat. Ramirez's attorney, Theodore Boutrous Jr., said: “The government offered no explanation of why Mr. Ramirez was initially taken into custody and why he is still being held" and said his client "had documentation that clearly indicated he had DACA( Deferred Action for Childhood Arrivals) status, allowing him to live and work in the United States."
57	6	Seeking aid abroad, Lebanon uproots Syrian refugees: BEIRUT (AP) — Donor nations are raising money for Syria's neighbors to aid in hosting refugees of the country's civil war. But a leading international rights group and the U.N. 's refugee agency say Lebanese authorities are evicting refugees from towns and camps in the country on questionable legal grounds. Three years ago, Ahmad Mohsin was forced to relocate his campsite in Lebanon's Bekaa Valley after soldiers raided the community of Syrian refugees where he lived and smashed their belongings. The message was clear, he says — they were not wanted. Though Syrian President Bashar Assad appears to have largely suppressed the revolt against him in many parts of neighboring Syria, the U.N. and rights groups say the country is still not safe for refugee return.
163	4	Migrant rescue boat arrives in Spain after rejection by Italy and Malta: Migrants are seen on the ship Lifeline while the Malta Armed Forces arrive to send aid, near Malta in international waters June 23, 2018 in this still image taken from a video obtained from social media. — Picture by Mission Lifeline via Reuters MADRID, July 4 — A humanitarian rescue boat carrying 60 migrants rescued off Libya docked in Barcelona today after being turned away by Malta and Italy, in the latest example of European divisions on immigration. Spain’s new Socialist prime minister, Pedro Sanchez, had offered for the second time in a month to take in migrants rejected by Italy and Malta, which were both closer. Irregular immigration across the Mediterranean has fallen dramatically, with about 45,000 people making it to Europe across the sea this year compared to over a million in 2015, but politically it has become ever more divisive. Last week, European Union states agreed to tighten their external borders and spend more in the Middle East and North Africa to bring down the number of migrants and to set up new centres to handle new arrivals. In a video tweeted by a crew member, men, women and children sang and cheered as the rescue ship Open Arms, operated by the Spanish charity ProActiva Open Arms, arrived in Barcelona’s busy port to dock alongside cruise and cargo ships.
400	5	Syrian government calls on refugees to return home: Syrian government calls on refugees to return home Photo: Raad Adayleh, AP Image 1 of / 2 Caption Close Image 1 of 2 Jordanian residents of Jabir village watch aid deliveries to Syrians fleeing government offensive in the south as smoke from unknown fire rises, Tuesday, July 3, 2018. The UN says Syria government's Russian-backed offensive to recover southern territories from rebels has displaced 270,000 people, 60,000 of them headed near the sealed Jordanian borders. less Jordanian residents of Jabir village watch aid deliveries to Syrians fleeing government offensive in the south as smoke from unknown fire rises, Tuesday, July 3, 2018. The UN says Syria government's . more Photo: Raad Adayleh, AP Image 2 of 2 Jordanian residents of Jabir village watch aid deliveries to Syrians fleeing government offensive in the south as smoke from unknown fire rises, Tuesday, July 3, 2018. The UN says Syria government's Russian-backed offensive to recover southern territories from rebels has displaced 270,000 people, 60,000 of them headed near the sealed Jordanian borders. less Jordanian residents of Jabir village watch aid deliveries to Syrians fleeing government offensive in the south as smoke from unknown fire rises, Tuesday, July 3, 2018.
210	8	Tech companies are applying for more h-1b visas: CHARTS: For 15 years in a row, the number of applicants for H-1B work visas has far exceeded the program's cap of 85,000 available visas. The H-1B program, which allows US companies to bring in foreign workers in specialized fields like math, science and engineering, has long been a magnet for controversy. Tech companies say they need the visas to get scarce talent, while labor advocates contend that it allows companies to hire cheaper foreign workers instead of Americans. Amazon, Microsoft, and Google are just a few of the tech giants that rely on the H-1B visa to snatch up coveted tech talent, and as this chart by Statista shows, this trend has only increased in recent years. Among five prominent tech companies, each saw an increase in approved applications for H-1B working visas from 2016 to 2017, with Amazon taking up the largest share of applications.
304	7	Roxana Hernandez: Anger over transgender migrant's death in US: Immigrants’ rights groups have condemned the US government after a transgender immigrant died in US custody while seeking asylum. Roxana Hernandez, 33, was being held by immigration authorities in New Mexico when she fell ill. She had travelled in a migrant caravan disparaged by President Donald Trump. In a statement, US immigration authorities said all detained immigrants received comprehensive medical care. Friends say Ms Hernandez had fled violence, hate and stigma in Central America. “She saw in the United States the opportunity to start a new life free of abuse, risk and threats,” said a statement issued by a coalition of immigrants’ rights groups. After applying for asylum at the US border, Ms Hernandez was detained for deportation, the Immigration and Customs Enforcement (ICE) agency said, citing previous convictions in Texas for theft, prostitution and illegally entering the country. According to ICE, Ms Hernandez was “processed as an expedited removal” when she applied for admission at the San Ysidro port of entry in California on 9 May. Six days later, on 15 May, she was transferred to the Cibola County Correctional Center in Milan, New Mexico.
